회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인/,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
제이콤,060750,2002-04-11,신규상장,주권,,대한민국,키움증권(주),500,"3,000","7,080,000","생활무전기, GPS 관련제품","9,400,000"
한진피앤씨,061460,2002-04-11,신규상장,주권,,대한민국,굿모닝2,500,"3,100","15,786,440","통기성필름, 판지상자인쇄","16,800,000"
엔에이씨정보시스템,053980,2002-04-09,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"3,900","6,240,000",CATIA Solution,"5,200,000"
농우바이오,054050,2002-04-02,신규상장,주권,,대한민국,신한투자증권 주식회사,500,"6,800","29,240,000","고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등","14,300,000"
미래에셋프리미어전환혼합형이호펀드,066030,2002-03-18,신규상장,투자회사,,대한민국,미래에셋증권(주),0,-,-,,"4,080,000"
한국물류정보통신,039420,2002-03-12,신규상장,주권,,대한민국,한화투자증권(주),"5,000","10,000","7,250,000",EC/EDI,"2,415,473"
에스티아이,039440,2002-02-28,신규상장,주권,,대한민국,KB증권(주),"5,000","17,500","3,675,000","Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템","660,000"
잉크테크,049550,2002-02-28,신규상장,주권,,대한민국,한국증권,500,"4,600","9,660,000","잉크젯 프린터용 잉크카트리지, 재충전 잉크","8,332,983"
우수씨엔에스,060550,2002-02-28,신규상장,주권,,대한민국,한화투자증권(주),"5,000","15,500","2,342,050",니트웨어,"480,000"
대한뉴팜,054670,2002-02-26,신규상장,주권,,대한민국,아이엠투자증권(주),500,"3,800","8,360,000","동물약품, 인체약품, 유아용품","7,200,000"
인탑스,049070,2002-02-21,신규상장,주권,,대한민국,삼성증권(주),500,"7,600","19,760,000",휴대전화기용부품,"8,600,000"
씨티씨바이오,060590,2002-02-21,신규상장,주권,,대한민국,미래에셋증권(주),500,"5,300","4,603,050","동물용항병원성제품, 생균효소제","2,892,000"
한도하이테크,060660,2002-02-21,신규상장,주권,,대한민국,미래에셋증권(주),500,"4,600","7,912,000","모바일솔루션, ERP용미들웨어솔루션","5,720,000"
아이씨엠,038710,2002-02-19,신규상장,주권,,대한민국,한화투자증권(주),500,"5,000","5,000,000","금융 ·병원 SI, PACS","5,000,000"
에이.에스.이,058370,2002-02-19,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"5,100","5,610,000","RF-Generator, RF-Matching Network","3,665,000"
피씨디렉트,051380,2002-02-15,신규상장,주권,,대한민국,한국증권,500,"4,000","3,432,000","스토리지(HDD), 프로세서(CPU), Memory, Monitor등","3,858,000"
현진소재,053660,2002-02-15,신규상장,주권,,대한민국,굿모닝2,500,"3,200","7,040,000",선박용 엔진부품,"7,200,000"
한국해저통신,060370,2002-02-15,신규상장,주권,,대한민국,삼성증권(주),"5,000","14,500","19,174,800",해저케이블등의 건설 및 유지보수 업무,"4,380,000"
한국기업평가,034950,2002-02-07,신규상장,주권,,대한민국,미래에셋증권(주),"5,000","14,000","19,880,000","신용평가, 컨설팅, 위험관리솔루션","4,717,880"
광주신세계,037710,2002-02-07,신규상장,주권,종합 소매업,대한민국,엔에이치투자증권주식회사,"5,000","33,000","16,500,000",,"1,600,000"
코스맥스,044820,2002-02-07,신규상장,주권,,대한민국,한화투자증권(주),"5,000","25,000","3,500,000",화장품,"620,000"
우전시스텍,045880,2002-02-07,신규상장,주권,,대한민국,하나증권주식회사,500,"2,300","6,279,000",케이블모뎀,"9,800,000"
구영테크,053270,2002-02-07,신규상장,주권,,대한민국,아이엠투자증권(주),500,"2,250","4,050,000",엔진 브라켓(Engine Bracket) 등,"5,800,000"
태영텔스타,060840,2002-02-07,신규상장,주권,,대한민국,한국증권,500,"4,800","14,400,000","DVD플레이어, Set-Top Box","15,000,000"
아이빌소프트,037830,2002-02-05,신규상장,주권,,대한민국,KB증권(주),500,"3,100","4,960,000","이러닝(e-Learning)솔루션, 컨텐트 개발 및 판매","8,000,000"
백금정보통신,046310,2002-02-05,신규상장,주권,,대한민국,엔에이치투자증권주식회사,"1,000","16,500","15,675,000",레이더/레이져디텍터,"3,470,000"
씨제이엔터테인먼트,049370,2002-02-05,신규상장,주권,,대한민국,신한투자증권 주식회사,"1,000","12,000","44,524,800","영화배급, 비디오판매","12,367,960"
한송하이테크,058530,2002-02-05,신규상장,주권,,대한민국,한화투자증권(주),500,"3,300","4,686,000","PCB생산 장비 제조(로더, 언로더, 레이업시스템 등)","5,800,000"
뉴보텍,060260,2002-02-05,신규상장,주권,,대한민국,키움증권(주),500,"3,000","3,564,000","고강성 PVC DC, HDPE 등","3,960,000"
동양에스텍,060380,2002-02-05,신규상장,주권,,대한민국,SK증권(주),500,"2,500","5,375,000","열연박판, 열연후판, 무늬강판","7,150,000"
아이엠알아이,039000,2002-01-31,신규상장,주권,,대한민국,한화투자증권(주),"1,000","2,850","4,674,570",컴퓨터 모니터,"6,300,000"
고려신용정보,049720,2002-01-31,신규상장,주권,,대한민국,유진투자증권(주),"5,000","6,000","2,580,000","채권추심, 신용조사","1,430,000"
메디오피아테크날리지,056200,2002-01-29,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"2,600","5,720,000",가상교육솔루션(EDUTRACK),"7,000,000"
글로벌파워채권액티브혼합형펀드,064910,2002-01-28,신규상장,투자회사,,대한민국,유진투자증권(주),0,-,-,,"6,080,000"
제일바이오,052670,2002-01-24,신규상장,주권,,대한민국,메릴린치인터내셔날엘엘씨증권 서울지점,"5,000","15,200","3,648,000",동물사료첨가제,"800,000"
하우리,049130,2002-01-22,신규상장,주권,,대한민국,KB증권(주),500,"2,800","10,164,000",안티바이러스,"15,080,000"
아가방,013990,2002-01-17,신규상장,주권,,대한민국,한화투자증권(주),"5,000","20,500","17,220,000",유아용 의류 및 용품,"2,800,000"
제일컴테크,037550,2002-01-17,신규상장,주권,,대한민국,하나대투(하나IB),500,"3,500","5,700,100","바코드리더기, 바코드프린터, 우정자동화기기 등","5,428,600"
서울반도체,046890,2002-01-17,신규상장,주권,,대한민국,메릴린치인터내셔날엘엘씨증권 서울지점,500,"3,500","12,000,100","Display, Chip LED, Lamp","11,428,600"
일야하이텍,058450,2002-01-17,신규상장,주권,,대한민국,교보증권(주),500,"1,550","2,929,500","컴퓨터, 복사기 등의 부품","6,300,000"
야호커뮤니케이션,059720,2002-01-17,신규상장,주권,,대한민국,푸르덴셜,500,"6,800","12,110,800",휴대폰 벨소리 다운로드,"5,900,000"
프럼파스트,035200,2002-01-15,신규상장,주권,,대한민국,하나대투(하나IB),500,"2,300","3,876,880",주택건설용 플라스틱 배관,"5,600,000"
인젠,041630,2002-01-15,신규상장,주권,,대한민국,신한투자증권 주식회사,500,0,0,침입탐지시스템,"8,700,000"
아남정보기술,050320,2002-01-15,신규상장,주권,,대한민국,교보증권(주),500,"2,100","3,601,500","중대형 서버, 시스템 S/W","5,715,000"
한국트로닉스,054040,2002-01-15,신규상장,주권,,대한민국,신한투자증권 주식회사,"5,000","34,000","10,064,000",LCD Module용 부품,"1,152,000"
유신코퍼레이션,054930,2002-01-15,신규상장,주권,,대한민국,미래에셋증권 주식회사,"5,000","21,000","10,500,000",토목설계 및 감리,"1,900,000"
우진코리아,056060,2002-01-15,신규상장,주권,,대한민국,신영증권(주),500,"5,300","9,540,000",리모콘,"5,800,000"
위다스,056810,2002-01-15,신규상장,주권,,대한민국,한국증권,500,"2,100","6,972,000",이동통신중계기,"14,200,000"
해원에스티,058480,2002-01-15,신규상장,주권,,대한민국,유진투자증권(주),500,"1,300","5,408,000","냉연, 열연제품","13,860,000"
코미코,059090,2002-01-15,신규상장,주권,,대한민국,키움증권(주),500,"6,500","13,130,000",반도체 및 디스플레이 제조부품 정밀세정,"7,885,000"
트래픽아이티에스,038050,2002-01-10,신규상장,주권,,대한민국,유안타증권(주),500,"3,000","3,660,000","원형루프검지기, 도로봉합제","4,062,680"
그루정보통신,040350,2002-01-10,신규상장,주권,,대한민국,한국증권,500,"2,100","4,133,640","시스템통합, 지능형교통시스템","6,560,000"
링네트,042500,2002-01-10,신규상장,주권,,대한민국,신영증권(주),500,"2,700","3,744,819",네트워크 구축(Network Integration),"6,200,000"
이레전자산업,045310,2002-01-10,신규상장,주권,,대한민국,한국증권,500,"1,700","2,669,000","TFT-LCD 모니터, 휴대폰용 충전기, 휴대폰, PDP TV","7,850,000"
한빛소프트,047080,2002-01-10,신규상장,주권,,대한민국,굿모닝2,500,"20,500","50,334,942","게임(스타크래프트 등), 교육, 솔루션","8,184,543"
대동스틸,048470,2002-01-10,신규상장,주권,,대한민국,한국증권,500,"1,500","4,500,000","열연박판, 후판, 무늬강판 외","10,000,000"
두리정보통신,053170,2002-01-10,신규상장,주권,,대한민국,미래에셋증권 주식회사,500,"6,000","5,400,000",사이버 트레이딩 시스템 개발,"3,000,000"
헤스본,054300,2002-01-10,신규상장,주권,,대한민국,한화투자증권(주),500,"3,900","6,864,000",자동차 정비용 리프트,"5,600,000"
피앤텔,054340,2002-01-10,신규상장,주권,,대한민국,KB증권(주),500,"4,000","13,440,000",이동전화단말기 케이스,"16,800,000"
신화정보시스템,054650,2002-01-10,신규상장,주권,,대한민국,삼성증권(주),500,"4,000","3,440,000","반도체 칩, 전자부품","2,860,000"
포시에스,056710,2002-01-10,신규상장,주권,,대한민국,삼성증권(주),500,"7,250","7,286,250","ESM솔루션, 웹 리포팅 솔루션","3,300,000"
아이티센네트웍스,057110,2002-01-10,신규상장,주권,,대한민국,한화투자증권(주),500,"3,600","7,128,000","시스템통합, 유지보수","6,600,000"
한틀시스템,058420,2002-01-10,신규상장,주권,,대한민국,한국증권,500,"2,500","3,900,000","수표입출금기, 지폐방출기","7,760,000"
뉴소프트기술,060300,2002-01-10,신규상장,주권,,대한민국,한국증권,500,"4,600","6,095,000","B2BERP, UniLite","5,365,000"
일진몬드,020760,2002-01-09,신규상장,주권,반도체 제조업,대한민국,"한국투자증권(주),미래에셋증권 주식회사","5,000","41,000","77,625,300",,"6,310,000"
브레인컨설팅,049690,2002-01-08,신규상장,주권,,대한민국,한국증권,500,"2,450","3,185,098","의료경영정보시스템, 농산물전자경매시스템","4,300,000"
시스네트,060250,2002-01-08,신규상장,주권,,대한민국,,500,"2,500","3,600,000",전자결제서비스업,"6,000,000"
금강철강,053260,2002-01-04,신규상장,주권,,대한민국,한국증권,500,"1,550","9,176,000","냉연압연강판, 산세코일","19,720,000"
세고엔터테인먼트,053320,2002-01-04,신규상장,주권,,대한민국,키움증권(주),500,"4,200","4,620,000","게임소프트웨어, 3D Engine(Lepton GL)","3,500,000"
텔로드,056730,2002-01-04,신규상장,주권,,대한민국,메릴린치인터내셔날엘엘씨증권 서울지점,500,"1,800","2,683,634","무선씨큐리티단말기(CDC), 영상/IBS시스템","7,000,000"
디지탈온넷,060240,2002-01-04,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"4,500","9,450,000","CTI 콜센타, VoiceGood, WIN-CARD","8,500,000"
한빛전자통신,044570,2001-12-28,신규상장,주권,,대한민국,케이비투자증권(주),500,"2,300","5,221,000","이동통신 기지국시스템, 무선랜","11,315,660"
오리엔탈정공,014940,2001-12-26,신규상장,주권,,대한민국,엔에이치투자증권주식회사,"5,000","18,000","9,360,000","Deck House, Funnel & E/R Casing","1,720,000"
동아화성,041930,2001-12-26,신규상장,주권,,대한민국,미래에셋증권(주),"5,000","21,000","5,460,000",자동차용 고무부품,"860,000"
디이시스,053200,2001-12-26,신규상장,주권,,대한민국,푸르덴셜,500,"1,500","2,100,000","누전경보기, 전력보호용 계전기","4,600,000"
비츠로시스,054220,2001-12-26,신규상장,주권,,대한민국,한국증권,500,"2,600","6,240,000","원방감시제어시스템, 분산제어시스템","8,000,000"
에스엔티,057500,2001-12-26,신규상장,주권,,대한민국,미래에셋증권(주),500,"4,700","6,862,000",반도체용 파인세라믹제품,"4,860,000"
외환신용카드,038400,2001-12-21,신규상장,주권,재 보험업,대한민국,"한국투자증권(주),미래에셋증권주식회사","5,000","20,000","100,000,000",,"41,774,042"
크로바하이텍,043590,2001-12-20,신규상장,주권,,대한민국,굿모닝2,500,"1,700","3,740,000","트랜스포머, 코일","7,000,000"
동진에코텍,054250,2001-12-20,신규상장,주권,,대한민국,부국증권(주),500,"4,400","6,978,400","환경수처리 기계(슬러지수집기, 농축탈수기, 취수설비)","5,286,000"
리더컴,056140,2001-12-20,신규상장,주권,,대한민국,한화투자증권(주),500,"3,300","8,580,000","전송장비, IP장비","8,600,000"
정소프트,056850,2001-12-20,신규상장,주권,,대한민국,삼성증권(주),500,"11,000","33,000,000",하드보안관 등,"10,000,000"
시그마텔레콤,057330,2001-12-20,신규상장,주권,,대한민국,메릴린치인터내셔날엘엘씨증권 서울지점,"1,000","2,300","2,447,200","Adaptor, Powertrans, Encoder, Reactor, S.M.P.S","3,546,000"
성우테크론,045300,2001-12-18,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"1,800","3,240,000","리드프레임가공, 반도체 장비","5,800,000"
에코솔루션,052510,2001-12-18,신규상장,주권,,대한민국,한국증권,500,"1,900","3,078,000","토양오염 진단 및 복원, 바이오환경상품","8,040,000"
자티전자,052650,2001-12-18,신규상장,주권,,대한민국,대신증권(주),500,"2,100","6,976,200",핸즈프리,"12,472,000"
동서정보기술,055000,2001-12-18,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"3,400","4,080,000",빌링시스템,"5,400,000"
에스에프에이,056190,2001-12-18,신규상장,주권,,대한민국,한국증권,500,"6,900","18,864,600",공장자동화기기 및 시스템,"9,110,000"
리노공업,058470,2001-12-18,신규상장,주권,,대한민국,한국증권,500,"6,900","9,177,000","리노핀, 반도체 소켓 등","6,630,000"
미래에셋프리미어혼합형펀드,063680,2001-12-14,신규상장,투자회사,,대한민국,미래에셋증권(주),0,-,-,,"4,080,000"
코디콤,041800,2001-12-13,신규상장,주권,,대한민국,유화증권(주),500,0,0,디지털보안감시장비(DVR),"7,123,363"
평화정공,043370,2001-12-13,신규상장,주권,,대한민국,한화투자증권(주),500,"4,200","13,104,000","자동차용 도어랫치, 도어힌지","10,400,000"
유진데이타,052810,2001-12-13,신규상장,주권,,대한민국,KB증권(주),500,"7,300","13,505,000",XML 관련 제품 및 솔루션,"6,150,000"
지티앤티,053870,2001-12-13,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"2,600","3,380,000","중계기, 통신공사","4,300,000"
이림테크,054940,2001-12-13,신규상장,주권,,대한민국,엔에이치투자증권주식회사,500,"2,800","3,612,000",고주파고압변성기(FBT : Flyback Transformer),"4,290,000"
